-1	0
1	8
2	1
3	1
4	1
5	1
6	1
7	1
8	1
9	1
10	1
11	1
12	1
13	1
14	1
15	2
17	10
18	3
19	8
21	3
22	3
25	3
26	3
28	3
29	3
32	4
33	4
35	4
36	4
37	3
38	2
39	2
40	4
43	4
44	4
45	4
46	3
47	4
48	3
51	2
53	2
54	2
55	2
56	2
57	2
58	2
59	2
60	1
61	3
62	2
65	2
66	2
67	2
68	2
70	2
71	2
72	2
74	1
88	3
89	3
90000	3
90001	2
90003	3
90004	3
90005	3
90006	3
90007	3
90008	3
90009	3
90010	2
90011	3
90012	2
90013	3
90014	3
90015	3
90016	3
90017	3
90018	3
90019	3
90020	3
90021	7
90022	2
90023	2
90024	3
90026	2
90027	3
90028	2
90029	8
90030	3
90031	2
90033	2
90034	2
90035	8
90036	3
90037	3
90038	3
90040	3
90041	2
90042	3
100000	1
100033	1
100095	2
100133	3
100136	3
100271	3
100275	2
100316	7
100430	7
100467	2
100492	2
100495	3
100497	7
100498	3
100499	2
100500	3
100501	3
100502	3
100503	2
100504	3
100505	3
100506	3
100507	3
100508	3
100509	3
100510	3
100511	3
100512	3
100513	3
100514	3
100515	3
100516	3
100517	3
100518	7
100519	7
100520	7
100521	7
100522	7
100523	7
100524	3
100525	3
100526	3
100527	3
100528	3
100529	3
100530	3
100531	3
100532	3
100533	3
100534	3
100535	3
100536	3
100537	3
100538	3
100539	3
100540	3
100541	3
100542	3
100543	3
100544	3
100545	3
100546	6
100547	2
100548	3
100549	3
100550	3
100551	3
100552	8
100553	3
100554	3
100555	3
100556	3
100557	3
100558	3
100559	2
100560	2
100561	2
100562	2
100563	2
100564	2
100565	2
100566	2
100567	2
100568	2
100569	2
100570	2
100571	2
100572	2
100573	2
100574	2
100575	2
100576	2
100577	2
100578	2
100579	2
100580	2
100581	2
100582	2
100583	2
100584	2
100585	2
100586	2
100587	2
100588	2
100589	2
100590	2
100591	2
100592	2
100593	2
100594	2
100595	2
100596	2
100597	2
100598	2
100599	2
100600	2
100601	2
100602	2
100603	2
100604	2
100605	2
100606	2
100607	2
100608	2
100609	2
100610	2
100611	2
100612	2
100613	2
100614	2
100615	2
100616	2
100617	2
100618	2
100619	2
100620	2
100621	2
100622	2
100623	2
100624	2
100625	2
100626	2
100627	2
100628	2
100629	2
100630	2
100631	2
100632	2
100633	2
100634	2
100635	2
100636	2
100637	2
100638	3
100639	2
100640	2
100641	2
100642	2
100643	2
100644	2
100645	2
100646	2
100647	2
100648	2
100649	2
100650	2
100651	2
100652	2
100653	2
100654	2
100655	2
100656	2
100657	2
100658	2
100659	2
100660	2
100661	2
100662	2
100663	2
100664	2
100665	2
100666	2
100667	2
100668	2
100669	2
100670	2
100671	3
100672	3
100673	2
100674	3
100675	3
100676	3
100677	3
100678	3
100679	3
100680	6
100681	6
100682	6
100683	3
100684	3
100685	3
100686	3
100687	3
100688	3
100689	3
100690	3
100691	3
100692	3
100693	3
100694	3
100695	3
100696	3
100697	3
100698	3
100699	3
100700	3
100701	3
100702	3
100703	3
100704	3
100705	3
100706	3
100707	3
100708	3
100709	3
100710	3
100711	3
100712	3
100713	3
100714	3
100715	3
100716	3
100717	3
100718	3
100719	3
100720	3
100721	3
100722	3
100723	3
100724	3
100725	3
100726	3
100727	3
100728	3
100729	3
100730	3
100731	3
100732	3
100733	3
100734	3
100735	3
100736	3
100737	3
100738	3
100739	3
100740	3
100741	3
100742	3
100743	2
100744	2
100745	3
100746	2
100747	2
100748	2
100749	2
100750	2
100751	2
100752	2
100753	2
100754	2
100755	2
100756	3
100757	2
100758	3
100759	3
100760	3
100761	3
100762	3
100763	3
100764	3
100765	3
100766	3
100767	3
100768	3
100769	3
100770	3
100771	3
100772	3
100773	3
100774	3
100775	3
100776	3
100777	3
100778	3
100779	3
100780	3
100781	3
100782	3
100783	3
100784	3
